code,term
50026000,Organic anxiety disorder caused by psychoactive substance
50983008,"Panic disorder with agoraphobia, mild agoraphobic avoidance AND panic attacks in partial remission"
51493001,Anxiety disorder caused by cocaine
52910006,Anxiety disorder due to a general medical condition
53467004,Anxiety disorder of childhood
53956006,Panic disorder without agoraphobia with panic attacks in partial remission
54587008,Simple phobia
5509004,Panic disorder with agoraphobia AND severe panic attacks
55967005,Anxiety disorder caused by phencyclidine
56576003,Panic disorder without agoraphobia
58535001,Physical AND emotional exhaustion state
59923000,Panic disorder with agoraphobia AND panic attacks in full remission
61157009,Combat fatigue
61212007,"Panic disorder with agoraphobia, severe agoraphobic avoidance AND severe panic attacks"
61569007,Agoraphobia without history of panic disorder
62351001,Generalized social phobia
63701002,"Panic disorder with agoraphobia, mild agoraphobic avoidance AND mild panic attacks"
63909006,Panic disorder with agoraphobia AND panic attacks in partial remission
64060000,"Panic disorder with agoraphobia, moderate agoraphobic avoidance AND panic attacks in full remission"
64165008,Avoidant disorder of childhood
65064003,Panic disorder without agoraphobia with moderate panic attacks
67195008,Acute stress disorder
69479009,Anxiety hyperventilation
699241002,Chronic post-traumatic stress disorder following military combat
70691001,Agoraphobia
71959007,Elective mutism
723913009,Olfactory reference disorder
724654009,Anxiety disorder caused by opioid
724693000,Obsessive compulsive disorder caused by cocaine
724708007,Anxiety disorder caused by methylenedioxymethamphetamine
724722007,Anxiety disorder caused by dissociative drug
724723002,Anxiety disorder caused by ketamine
724730008,Obsessive compulsive disorder caused by psychoactive substance
72861004,Panic disorder without agoraphobia with mild panic attacks
737341006,Anxiety disorder caused by synthetic cannabinoid
74010007,"Panic disorder with agoraphobia, severe agoraphobic avoidance AND panic attacks in partial remission"
762331007,Anxiety disorder caused by stimulant
762332000,Obsessive compulsive disorder caused by stimulant
762515000,Anxiety disorder caused by synthetic cathinone
762516004,Obsessive compulsive disorder caused by synthetic cathinone
76812003,"Panic disorder with agoraphobia, moderate agoraphobic avoidance AND panic attacks in partial remission"
76868007,"Panic disorder with agoraphobia, agoraphobic avoidance in full remission AND mild panic attacks"
79823003,Panic
80583007,Severe anxiety (panic)
8185002,Panic disorder with agoraphobia AND moderate panic attacks
82339009,Anxiety disorder caused by amfetamine
82415003,Agoraphobia without history of panic disorder without limited symptom attacks
82494000,Panic disorder without agoraphobia with panic attacks in full remission
82738004,"Panic disorder with agoraphobia, moderate agoraphobic avoidance AND moderate panic attacks"
83253003,Shyness disorder of childhood
83631006,"Panic disorder with agoraphobia, moderate agoraphobic avoidance AND severe panic attacks"
85061001,"Separation anxiety disorder of childhood, early onset"
87798009,"Panic disorder with agoraphobia, agoraphobic avoidance in full remission AND moderate panic attacks"
89948007,Panic disorder with agoraphobia AND mild panic attacks
90790003,Avoidant disorder of adolescence
