code,term
307734007,Complete inevitable abortion complicated by genital tract and pelvic infection
307735008,Complete inevitable abortion complicated by delayed or excessive hemorrhage
307737000,Inevitable abortion incomplete
307738005,Complete inevitable abortion without complication
307746006,Incomplete inevitable abortion complicated by embolism
307748007,Incomplete inevitable abortion without complication
307749004,Incomplete inevitable abortion complicated by genital tract and pelvic infection
307750004,Complete inevitable abortion complicated by embolism
307752007,Incomplete inevitable abortion complicated by delayed or excessive hemorrhage
30806007,Miscarriage with endometritis
34089005,Premature birth of newborn quadruplets
34100008,"Premature birth of identical twins, both living"
34270000,Miscarriage complicated by shock
34614007,Miscarriage with complication
35574001,"Delivery of shoulder presentation, function"
35608009,Stillbirth of immature male (500-999 gms.)
367263002,Routine antenatal care
367494004,Premature birth of newborn
373896005,Miscarriage complicated by genital-pelvic infection
3798002,"Premature birth of identical twins, both stillborn"
38257001,"Term birth of identical twins, one living, one stillborn"
386216000,"Human parturition, function"
386235000,Childbirth preparation
386322007,High risk pregnancy care
390959009,Live birth surviving more than one year
39199000,Miscarriage with laceration of bladder
39213008,"Premature birth of identical twins, one living, one stillborn"
39406005,Legally induced abortion
3950001,Birth
40444006,Miscarriage with acute necrosis of liver
408796008,Stillbirth - unknown if fetal death intrapartum or prior to labor
413338003,Incomplete miscarriage with complication
422808006,Prenatal continuous visit
424441002,Prenatal initial visit
424525001,Antenatal care
424619006,Prenatal visit
43306002,Miscarriage complicated by embolism
445086005,Chemical pregnancy
44814008,Miscarriage with laceration of periurethral tissue
45384004,Multiple birth
47537002,Miscarriage with postoperative shock
48433002,Legal abortion with complication
48485000,Miscarriage in third trimester
48739004,Miscarriage with cardiac arrest and/or cardiac failure
4886009,Premature birth of newborn male
50758004,Term birth of newborn twins
50770000,Miscarriage with defibrination syndrome
51954003,Miscarriage with perforation of periurethral tissue
52483005,Term birth of newborn sextuplets
52942000,Term birth of stillborn twins
53183006,Miscarriage with intravascular hemolysis
53638009,Therapeutic abortion
54650005,Premature birth of stillborn twins
54812001,"Delivery of brow presentation, function"
55976003,Miscarriage with blood-clot embolism
57420002,Listeria abortion
57469000,Miscarriage with acute renal failure
57797005,Induced termination of pregnancy
58990004,Miscarriage complicated by damage to pelvic organs and/or tissues
59204004,Miscarriage with septic embolism
59363009,Inevitable abortion
59403008,Premature birth of newborn female
60265009,Miscarriage with air embolism
609447002,Induced termination of pregnancy complicated by damage to pelvic organs and/or tissues
609449004,Induced termination of pregnancy complicated by embolism
609451000,Induced termination of pregnancy complicated by metabolic disorder
609452007,Induced termination of pregnancy complicated by renal failure
609453002,Induced termination of pregnancy complicated by shock
609456005,Induced termination of pregnancy complicated by afibrinogenemia
609457001,Induced termination of pregnancy complicated by air embolism
609458006,Induced termination of pregnancy complicated by amniotic fluid embolism
609459003,Induced termination of pregnancy complicated by blood-clot embolism
609461007,Induced termination of pregnancy complicated by cerebral anoxia
609462000,Induced termination of pregnancy complicated by defibrination syndrome
609463005,Induced termination of pregnancy complicated by electrolyte imbalance
609464004,Induced termination of pregnancy complicated by endometritis
609465003,Induced termination of pregnancy complicated by fat embolism
609466002,Induced termination of pregnancy complicated by intravascular hemolysis
609475000,Induced termination of pregnancy complicated by perforation of bowel
609476004,Induced termination of pregnancy complicated by perforation of cervix
609477008,Induced termination of pregnancy complicated by perforation of uterus
609478003,Induced termination of pregnancy complicated by perforation of vagina
609480009,Induced termination of pregnancy complicated by pulmonary embolism
609483006,Induced termination of pregnancy complicated by salpingitis
609484000,Induced termination of pregnancy complicated by salpingo-oophoritis
609486003,Induced termination of pregnancy complicated by septic embolism
609489005,Induced termination of pregnancy complicated by soap embolism
609490001,Induced termination of pregnancy complicated by uremia
609491002,Induced termination of pregnancy complicated by urinary tract infection
609492009,Induced termination of pregnancy without complication
609494005,Induced termination of pregnancy complicated by pelvic disorder
609499000,Induced termination of pregnancy complicated by laceration of periurethral tissue
609500009,Induced termination of pregnancy complicated by perforation of bladder
609501008,Induced termination of pregnancy complicated by perforation of broad ligament
609502001,Induced termination of pregnancy complicated by perforation of periurethral tissue
609503006,Induced termination of pregnancy complicated by bladder damage
609504000,Induced termination of pregnancy complicated by bowel damage
609505004,Induced termination of pregnancy complicated by broad ligament damage
609506003,Induced termination of pregnancy complicated by cardiac arrest
609507007,Induced termination of pregnancy complicated by cardiac failure
609508002,Induced termination of pregnancy complicated by cervix damage
609511001,Induced termination of pregnancy complicated by periurethral tissue damage
609513003,Induced termination of pregnancy complicated by uterus damage
609514009,Induced termination of pregnancy complicated by vaginal damage
609525000,Miscarriage of tubal ectopic pregnancy
61568004,Miscarriage with salpingo-oophoritis
6251000119101,Induced termination of pregnancy in first trimester
6261000119104,Induced termination of pregnancy in second trimester
64814003,Miscarriage with electrolyte imbalance
66131005,Miscarriage with fat embolism
67465009,Miscarriage with sepsis
68509000,Stillbirth of immature female (500-999 gms.)
69302000,Abortion on demand
698636009,Complete legal abortion with complication
700041001,Induced termination of pregnancy under unsafe conditions
70112005,Stillbirth of mature female (2500 gms. or more)
702452007,Quadruplet birth
702453002,Quintuplet birth
702454008,Sextuplet birth
702736005,Supervision of high risk pregnancy with history of previous cesarean section
702737001,Supervision of high risk pregnancy with history of gestational diabetes mellitus
702738006,Supervision of high risk pregnancy
702739003,Supervision of high risk pregnancy with history of previous molar pregnancy
702740001,Supervision of high risk pregnancy with history of previous precipitate labor
702741002,Supervision of high risk pregnancy for multigravida
702742009,Supervision of high risk pregnancy for social problem
702743004,Supervision of high risk pregnancy for multigravida age 15 years or younger
702744005,Supervision of high risk pregnancy for primigravida age 15 years or younger
707207004,Incomplete induced termination of pregnancy
713202001,Antepartum stillbirth
713233004,Supervision of high risk pregnancy with history of previous neonatal death
713234005,Supervision of high risk pregnancy with history of previous intrauterine death
713235006,Supervision of high risk pregnancy with history of previous antepartum hemorrhage
713237003,Supervision of high risk pregnancy with history of previous big baby
713238008,Supervision of high risk pregnancy with history of previous abnormal baby
713239000,Supervision of high risk pregnancy with history of previous primary postpartum hemorrhage
713240003,Supervision of high risk pregnancy with poor obstetric history
713241004,Supervision of high risk pregnancy with history of previous fetal distress
713242006,Supervision of high risk pregnancy with poor reproductive history
713386003,Supervision of high risk pregnancy for maternal short stature
713387007,Supervision of high risk pregnancy with family history of diabetes mellitus
714812005,Induced termination of pregnancy
717794008,Supervision of pregnancy with history of infertility
717795009,Supervision of pregnancy with history of insufficient antenatal care
717797001,Antenatal care of elderly primigravida
72543004,"Stillbirth of immature fetus, sex undetermined (500-999 gms.)"
72613009,Miscarriage with oliguria
737318003,Delayed hemorrhage due to and following miscarriage
737331008,Disorder of vein following miscarriage
74369005,Miscarriage with perforation of cervix
749781000000109,Incomplete termination of pregnancy
75697004,"Term birth of identical twins, both stillborn"
762612009,Quadruplets with all four stillborn
762613004,Quintuplets with all five stillborn
762614005,Sextuplets with all six stillborn
775821000000102,Referral to teenage pregnancy and parenting support service
775831000000100,Referral to teenage pregnancy and parenting support service 
77814006,Stillbirth of premature male (1000-2499 gms.)
7809009,Miscarriage with laceration of uterus
7860005,Stillbirth of mature male (2500 gms. or more)
7888004,Term birth of newborn quadruplets
7910003,Miscarriage with salpingitis
8071005,Miscarriage with perforation of bowel
82153002,Miscarriage with pulmonary embolism
83121003,"Term birth of fraternal twins, both stillborn"
8333008,Term birth of newborn triplets
83922009,Miscarriage with parametritis
84382006,"Premature birth of fraternal twins, both stillborn"
85116003,Miscarriage in second trimester
85331004,Miscarriage with laceration of broad ligament
85467007,Miscarriage with perforation of bladder
85632001,Miscarriage with laceration of vagina
85991008,Miscarriage with pelvic peritonitis
86803008,Term birth of newborn quintuplets
87662006,"Term birth of fraternal twins, both living"
87967003,Miscarriage with perforation of vagina
921611000000101,Intrapartum stillbirth
9343003,Term birth of newborn female
