code,term
261000119107,Severe depressed bipolar I disorder
2618002,Chronic recurrent major depressive disorder
26203008,"Severe depressed bipolar I disorder with psychotic features, mood-incongruent"
26472000,Paraphrenia
26530004,"Severe bipolar disorder with psychotic features, mood-incongruent"
26665006,Antisocial personality disorder
268617001,Acute schizophrenic episode
268633003,Introverted personality disorder
268634009,Psychoneurotic personality disorder
268738002,Specific spelling disorder
271000119101,Severe mixed bipolar I disorder
27387000,Subchronic disorganized schizophrenia
274952002,Borderline schizophrenia
28663008,Severe manic bipolar I disorder with psychotic features
28884001,"Moderate bipolar I disorder, single manic episode"
29599000,Chronic undifferentiated schizophrenia
29929003,"Bipolar I disorder, most recent episode depressed with atypical features"
30336007,Chronic residual schizophrenia with acute exacerbations
30520009,"Severe bipolar II disorder, most recent episode major depressive with psychotic features"
30687003,"Bipolar II disorder, most recent episode major depressive with postpartum onset"
30935000,Manic bipolar I disorder in full remission
31027006,Schizotypal personality disorder
3109008,Secondary dysthymia early onset
313182004,Chronic post-traumatic stress disorder
31373002,Disorganized schizophrenia in remission
31446002,"Bipolar I disorder, most recent episode hypomanic"
31611000,Multiple personality disorder
31658008,Chronic paranoid schizophrenia
33380008,"Severe manic bipolar I disorder with psychotic features, mood-incongruent"
33449004,Personality disorder
34315001,"Bipolar II disorder, most recent episode major depressive with melancholic features"
35218008,Chronic disorganized schizophrenia with acute exacerbation
35252006,Disorganized schizophrenia
3530005,"Bipolar I disorder, single manic episode, in full remission"
35481005,Mixed bipolar I disorder in remission
35722002,"Severe bipolar II disorder, most recent episode major depressive, in remission"
35846004,"Moderate bipolar II disorder, most recent episode major depressive"
359661001,Specific number difficulty
36170009,Secondary dysthymia late onset
36217008,Organic personality disorder
36583000,Mixed bipolar I disorder in partial remission
371596008,Bipolar I disorder
371599001,Severe bipolar I disorder
371600003,Severe bipolar disorder
371604007,Severe bipolar II disorder
37746008,Avoidant personality disorder
38295006,Involutional paraphrenia
38368003,"Schizoaffective disorder, bipolar type"
38451003,Primary dysthymia early onset
39610001,Undifferentiated schizophrenia in remission
40926005,Moderate mixed bipolar I disorder
40987004,Intermittent explosive disorder
41552001,"Mild bipolar I disorder, single manic episode"
416340002,Late onset schizophrenia
41832009,"Severe bipolar I disorder, single manic episode with psychotic features"
41836007,Bipolar disorder in full remission
42868002,Subchronic catatonic schizophrenia
4306003,Cluster B personality disorder
43568002,"Bipolar II disorder, most recent episode major depressive with atypical features"
43769008,Mild mixed bipolar I disorder
441833000,Lethal catatonia
442057004,Chronic depressive personality disorder
442245003,Chronic hypomanic personality disorder
443735008,Nonverbal learning disorder
443919007,Complex posttraumatic stress disorder
4441000,Severe bipolar disorder with psychotic features
44966003,Passive aggressive personality disorder
45479006,Manic bipolar I disorder in remission
45677003,Developmental expressive writing disorder
46229002,Severe mixed bipolar I disorder without psychotic features
46721000,Psychoactive substance-induced organic personality disorder
473456000,Compulsive personality disorder
473457009,Obsessional personality disorder
47916000,Developmental arithmetic disorder
48937005,"Bipolar II disorder, most recent episode hypomanic"
4926007,Schizophrenia in remission
49468007,Depressed bipolar I disorder
49512000,Depressed bipolar I disorder in partial remission
508171000000105,Severe learning disability
51133006,Residual schizophrenia in remission
51637008,"Chronic bipolar I disorder, most recent episode depressed"
52824009,Developmental reading disorder
52954000,Schizoid personality disorder
53049002,Severe bipolar disorder without psychotic features
53607008,Depressed bipolar I disorder in remission
54761006,"Severe depressed bipolar I disorder with psychotic features, mood-congruent"
55341008,Histrionic personality disorder
55516002,"Bipolar I disorder, most recent episode manic with postpartum onset"
5703000,Bipolar disorder in partial remission
58214004,Schizophrenia
59617007,Severe depressed bipolar I disorder with psychotic features
61403008,Severe depressed bipolar I disorder without psychotic features
63181006,Paranoid schizophrenia in remission
63249007,Manic bipolar I disorder in partial remission
64731001,"Severe mixed bipolar I disorder with psychotic features, mood-congruent"
64905009,Paranoid schizophrenia
65042007,"Bipolar I disorder, most recent episode mixed with postpartum onset"
66631006,Moderate depressed bipolar I disorder
67002003,"Severe bipolar II disorder, most recent episode major depressive, in partial remission"
67711008,Primary dysthymia late onset
68569003,Manic bipolar I disorder
68995007,Chronic catatonic schizophrenia
698690001,Avoidant personality disorder in remission
698699000,Antisocial personality disorder in remission
698700004,Borderline personality disorder in remission
699241002,Chronic post-traumatic stress disorder following military combat
7025000,Subchronic undifferentiated schizophrenia with acute exacerbations
70546001,"Severe bipolar disorder with psychotic features, mood-congruent"
70814008,Subchronic residual schizophrenia with acute exacerbations
71103003,Chronic residual schizophrenia
71294008,"Mild bipolar II disorder, most recent episode major depressive"
717223008,X-linked epilepsy with learning disability and behavior disorder syndrome
71984005,Mild manic bipolar I disorder
723903001,Bipolar type I disorder currently in full remission
723905008,Bipolar type II disorder currently in full remission
724564005,Intellectual developmental disorder due to nutritional deficiency
73471000,"Bipolar I disorder, most recent episode mixed with catatonic features"
74686005,Mild depressed bipolar I disorder
75360000,"Bipolar I disorder, single manic episode, in remission"
75752004,"Bipolar I disorder, most recent episode depressed with melancholic features"
760721000000109,"Mixed bipolar affective disorder, in partial remission"
764591000000108,"Mixed bipolar affective disorder, severe"
765176007,Psychosis and severe depression co-occurrent and due to bipolar affective disorder
76566000,Subchronic residual schizophrenia
767631007,"Bipolar disorder, most recent episode depression"
767632000,"Bipolar disorder, most recent episode manic"
767633005,"Bipolar affective disorder, most recent episode mixed"
767635003,"Bipolar I disorder, most recent episode manic"
767636002,"Bipolar I disorder, most recent episode depression"
78269000,"Bipolar I disorder, single manic episode, in partial remission"
78640000,"Severe manic bipolar I disorder with psychotic features, mood-congruent"
78667006,Dysthymia
789061003,Rapid cycling bipolar II disorder
79204003,Chronic undifferentiated schizophrenia with acute exacerbations
79584002,Moderate bipolar disorder
79866005,Subchronic paranoid schizophrenia
80711002,Narcissistic personality disorder
81319007,"Severe bipolar II disorder, most recent episode major depressive without psychotic features"
82998009,Moderate manic bipolar I disorder
83176005,Primary dysthymia
83225003,Bipolar II disorder
83746006,Chronic schizophrenia
83890006,Cluster C personality disorder
84466009,Dependent personality disorder
85080004,Secondary dysthymia
85248005,Bipolar disorder in remission
85861002,Subchronic undifferentiated schizophrenia
86058007,"Severe bipolar I disorder, single manic episode with psychotic features, mood-incongruent"
87203005,"Bipolar I disorder, most recent episode depressed with postpartum onset"
87842000,Generalized neuromuscular exhaustion syndrome
87950005,"Bipolar I disorder, single manic episode with catatonic features"
88845000,Explosive type organic personality disorder
889211000000104,Specific learning disability
9340000,"Bipolar I disorder, single manic episode"
954731000000103,Intellectual development disorder of unknown aetiology
984661000000105,Mild learning disability
984671000000103,Moderate learning disability
984681000000101,Profound learning disability
