code,term
185020000,Risk to the life of the pregnant woman greater than if the pregnancy was terminated (finding)
310506006,Reason for termination of pregnancy (observable entity)
310507002,Risk to life of pregnant woman greater than if pregnancy terminated (finding)
365565007,Finding of legal affairs and legal constraints (finding)
185021001,To prevent grave permanent injury to the physical/mental health of pregnant woman (procedure)
310506006,Reason for termination of pregnancy (observable entity)
310508007,To prevent grave perm inj to phys/mental health pregn woman (finding)
365565007,Finding of legal affairs and legal constraints (finding)
185022008,Less than 24 weeks involving risk of injury to the physical/mental health of pregnant woman (finding)
310506006,Reason for termination of pregnancy (observable entity)
310509004,Pregnancy of less than 24 weeks involving risk of injury for the physical or mental health of the pregnant woman (finding)
365565007,Finding of legal affairs and legal constraints (finding)
185023003,Less than 24 weeks involving risk of injury to the physical/mental health of any existing children of the pregnant woman's family (finding)
310506006,Reason for termination of pregnancy (observable entity)
310510009,Pregnancy of less than 24 weeks involving risk of injury for health of existing child of pregnant woman (finding)
365565007,Finding of legal affairs and legal constraints (finding)
185024009,Unborn child at risk from physical or mental abnormalities as to be seriously handicapped (finding)
310506006,Reason for termination of pregnancy (observable entity)
310511008,Unborn child at risk from abnorms as to be serious handicap (finding)
365565007,Finding of legal affairs and legal constraints (finding)
185038002,Child at risk-case conference (& admin) (finding)
271454007,Child at risk-case conference (procedure)
185039005,Child at risk conf attend >1hr (finding)
185040007,Child at risk conf attend <1hr (finding)
185041006,Child at risk conf fee to SS (finding)
185042004,Child at risk conf fee paid (finding)
185043009,Child at risk fee unpaid (finding)
185044003,Child at risk case conf NOS (finding)
308560007,Child at risk case conference status (finding)
185045002,Child into care medical examination (procedure)
185046001,Child into care exam done (finding)
713020001,Child into care medical examination done (situation)
185047005,Child to care exam fee to SS (finding)
185048000,Child to care exam fee paid (finding)
185049008,Child to care exam fee unpaid (finding)
185045002,Child into care medical examination (procedure)
185050008,Child to care exam NOS (procedure)
185206002,Seen in L.A. clinic-child (finding)
709661000000103,Seen in L.A. clinic-child (finding)
186050004,Formal complaint about medical care (procedure)
186051000,Formal complaint about general practitioner (procedure)
186052007,Formal complaint about GP RE: self (procedure)
186053002,Formal complaint about GP RE: relative (procedure)
186054008,Formal complaint about hospital care (procedure)
186055009,Formal complaint about hospital care RE: self (procedure)
186056005,Formal complaint about hospital care RE: relative (procedure)
186057001,Formal complaint about private specialist (procedure)
186058006,Formal complaint about private specialist RE: self (procedure)
186059003,Formal complaint about private specialist RE: relative (procedure)
67915005,Intestinal trichomoniasis (disorder)
33839006,Genital herpes simplex (disorder)
186538004,Anogenital herpesviral infection (disorder)
33839006,Genital herpes unspecified (& [simplex group]) (disorder)
186536000,Genital herpes simplex (disorder)
27420004,Herpetic vulvovaginitis (disorder)
59819007,Herpetic ulceration of vulva (disorder)
10227000,Herpetic infection of penis (disorder)
186537009,Herpesviral infection of perianal skin and rectum (disorder)
186538004,Anogenital herpesviral infection (disorder)
33839006,Genital herpes simplex NOS (disorder)
186539007,Genital herpes simplex (disorder)
40733004,Other viral and chlamydial diseases (disorder)
186620008,Infectious disease (disorder)
26206000,Hepatic coma due to viral hepatitis B (disorder)
186623005,Viral hepatitis B with coma (disorder)
186624004,Acute hepatitis B with delta agent (coinfection) with hepatic coma (disorder)
66071002,Viral serum hepatitis B (disorder)
186625003,Viral hepatitis type B (disorder)
186626002,Acute hepatitis B with delta-agent (coinfection) without hepatic coma (disorder)
3738000,Other specified viral hepatitis with coma (disorder)
186627006,Viral hepatitis (disorder)
186628001,Viral hepatitis C with coma (disorder)
3738000,Other specified viral hepatitis with hepatic coma NOS (disorder)
186629009,Viral hepatitis (disorder)
3738000,Other specified viral hepatitis without coma (disorder)
186630004,Viral hepatitis (disorder)
50711007,Viral hepatitis C without mention of hepatic coma (disorder)
186631000,Viral hepatitis type C (disorder)
186634008,Hepatitis non-A non-B (disorder)
3738000,Other specified viral hepatitis without mention of hepatic coma NOS (disorder)
186635009,Viral hepatitis (disorder)
186639003,Chronic viral hepatitis B without delta-agent (disorder)
50711007,Hepatitis C (disorder)
186643004,Viral hepatitis type C (disorder)
186673008,Other diseases of conjunctiva due to viruses and chlamydiae NEC (disorder)
45261009,Viral conjunctivitis (disorder)
186682002,Viral conjunctivitis &/or chlamydial conjunctivitis NOS (disorder)
299699004,Infective conjunctivitis (disorder)
40733004,Other viral or chlamydial diseases (disorder)
186683007,Infectious disease (disorder)
40070004,Molluscum contagiosum infection (disorder)
186684001,Molluscum contagiosum with eyelid involvement (disorder)
314901000,Molluscum contagiosum with eyelid involvement (disorder)
57019003,Warts: [viral] or [verrucae] (disorder)
63440008,Verruca vulgaris (disorder)
186685000,Verruca plantaris (disorder)
57019003,Verruca vulgaris (disorder)
186686004,Verruca vulgaris (disorder)
63440008,Verruca plantaris (disorder)
186688003,(Warts: [genital] or [penile] or [venereal]) or (condylomata acuminatum) (disorder)
240542006,Anogenital warts (disorder)
240598006,Penile warts (disorder)
266113007,Genital warts (disorder)
302812006,Anogenital human papillomavirus infection (disorder)
186689006,Warts: [perianal] or [anal] (disorder)
240597001,Anal warts (disorder)
266114001,Perianal warts (disorder)
57019003,Unspecified viral warts (disorder)
186693000,Verruca vulgaris (disorder)
186698009,Cytomegalovirus hepatitis (disorder)
62479008,(AIDS) or (HIV infection) (disorder)
86406008,Acquired immune deficiency syndrome (disorder)
186705005,Human immunodeficiency virus infection (disorder)
111880001,Acute human immunodeficiency virus infection (disorder)
91947003,Asymptomatic human immunodeficiency virus infection (disorder)
95892003,Persistent generalized lymphadenopathy (disorder)
186706006,Human immunodeficiency virus infection constitutional disease (disorder)
186707002,Human immunodeficiency virus infection with neurological disease (disorder)
186708007,Human immunodeficiency virus infection with secondary clinical infectious disease (disorder)
186709004,Human immunodeficiency virus with secondary cancers (disorder)
363346000,Malignant neoplastic disease (disorder)
86406008,Human immunodeficiency virus with other clinical findings (disorder)
186714000,Human immunodeficiency virus infection (disorder)
86406008,Acquired human immunodeficiency virus infection syndrome NOS (disorder)
186715004,Human immunodeficiency virus infection (disorder)
86406008,Human immunodef virus resulting in other disease (disorder)
186716003,Human immunodeficiency virus infection (disorder)
81000119104,Symptomatic human immunodeficiency virus infection (disorder)
88415009,Mycobacteriosis (disorder)
186717007,Human immunodeficiency virus disease resulting in mycobacterial infection (disorder)
186718002,Human immunodeficiency virus disease resulting in cytomegaloviral disease (disorder)
81000119104,Symptomatic human immunodeficiency virus infection (disorder)
186719005,Human immunodeficiency virus disease resulting in candidiasis (disorder)
81000119104,Symptomatic human immunodeficiency virus infection (disorder)
186720004,HIV disease resulting in Pneumocystis carinii pneumonia (disorder)
420403001,Pneumocystosis associated with acquired immunodeficiency syndrome (disorder)
186721000,Human immunodeficiency virus disease resulting in multiple infections (disorder)
264569006,Secondary infection (disorder)
186722007,HIV disease resulting in Kaposi's sarcoma (disorder)
420524008,Kaposi's sarcoma associated with acquired immunodeficiency syndrome (disorder)
186723002,Human immunodeficiency virus disease resulting in Burkitt's lymphoma (disorder)
713897006,Burkitt lymphoma co-occurrent with human immunodeficiency virus infection (disorder)
86406008,Human immunodeficiency virus (HIV) disease resulting in other types of non-Hodgkin's lymphoma (disorder)
186724008,Human immunodeficiency virus infection (disorder)
442537007,Non-Hodgkin lymphoma associated with Human immunodeficiency virus infection (disorder)
186725009,Human immunodeficiency virus disease resulting in multiple malignant neoplasms (disorder)
363346000,Malignant neoplastic disease (disorder)
86406008,Human immunodeficiency virus infection (disorder)
186726005,Human immunodeficiency virus disease resulting in lymphoid interstitial pneumonitis (disorder)
421671002,Pneumonia associated with acquired immunodeficiency syndrome (disorder)
105629000,Chlamydial infection (disorder)
186729003,Chlamydial infection of lower genitourinary tract (disorder)
186731007,Chlamydial infection of anus and rectum (disorder)
186732000,Chlamydial infection of pelviperitoneum and other genitourinary organs (disorder)
312099009,Genitourinary chlamydia infection (disorder)
40733004,Other specified viral and chlamydial diseases (disorder)
186737006,Infectious disease (disorder)
40733004,Other specified viral and chlamydial diseases NOS (disorder)
186740006,Infectious disease (disorder)
105635000,Disease caused by Retroviridae (disorder)
40733004,Other specified viral or chlamydial diseases (disorder)
186756001,Infectious disease (disorder)
105635000,Retrovirus as the cause of diseases classified to other chapters (disorder)
186759008,Disease caused by Retroviridae (disorder)
40733004,Other viral or chlamydial disease NOS (disorder)
186765008,Infectious disease (disorder)
8098009,(Venereal diseases [& others including syphilis]) or (STDs) (disorder)
186831003,Sexually transmitted infectious disease (disorder)
35742006,Congenital syphilis (disorder)
192008,Congenital syphilis: [early forms - named variants] (disorder)
4359001,Congenital syphilitic hepatomegaly (disorder)
27648007,Early congenital syphilis (less than 2 years) (disorder)
56118002,Congenital syphilitic periostitis (disorder)
58392004,Congenital syphilitic splenomegaly (disorder)
59721007,Congenital syphilitic osteochondritis (disorder)
186832005,Congenital syphilitic pemphigus (disorder)
266125005,Early congenital syphilis with symptoms (disorder)
275376007,Congenital syphilitic chronic coryza (disorder)
186833000,Early congenital syphilis - latent (disorder)
4359001,Early congenital syphilis NOS (disorder)
186834006,Early congenital syphilis (less than 2 years) (disorder)
44568006,Syphilitic interstitial keratitis (disorder)
4243004,Juvenile neurosyphilis (disorder)
266126006,Late congenital neurosyphilis (disorder)
186837004,Unspecified juvenile neurosyphilis (disorder)
266126006,Late congenital neurosyphilis (disorder)
32735002,Congenital syphilitic encephalitis (disorder)
186839001,Juvenile neurosyphilis NOS (disorder)
266126006,Late congenital neurosyphilis (disorder)
82323002,Other late congenital syphilis (disorder)
186840004,Late congenital syphilis (2 years OR more) (disorder)
87318008,Congenital syphilis with gumma (disorder)
186841000,Congenital syphilitic gumma (disorder)
86443005,Hutchinson's teeth (disorder)
77782006,Syphilitic saddle nose (disorder)
186842007,Late congenital syphilitic oculopathy (disorder)
82323002,Other late congenital syphilis NOS (disorder)
186843002,Late congenital syphilis (2 years OR more) (disorder)
827006,"Late congenital syphilis, latent (positive serology - cerebrospinal fluid, 2 years OR more) (disorder)"
82323002,Unspecified late congenital syphilis (disorder)
186844008,Late congenital syphilis (2 years OR more) (disorder)
35742006,Congenital syphilis NOS (disorder)
186845009,Congenital syphilis (disorder)
186846005,Early symptomatic syphilis (disorder)
186847001,Primary genital syphilis (disorder)
31015008,Primary anal syphilis (disorder)
186848006,Other primary syphilis (disorder)
266127002,Primary syphilis (disorder)
27460003,Primary syphilis of breast (disorder)
54274001,Primary syphilis of fingers (disorder)
28198007,Primary syphilis of lip (disorder)
10345003,Primary syphilis of tonsils (disorder)
186849003,Other primary syphilis NOS (disorder)
266127002,Primary syphilis (disorder)
186850003,Secondary syphilis of skin and mucous membrane (disorder)
77028001,Secondary syphilis of anus (disorder)
60528006,Secondary syphilis of mouth (disorder)
51960003,Secondary syphilis of pharynx (disorder)
59233003,Secondary syphilis of skin (disorder)
81339006,Secondary syphilis of tonsil (disorder)
52414005,Secondary syphilis of vulva (disorder)
186850003,Secondary syphilis of skin or mucus membranes NOS (disorder)
186852006,Secondary syphilis of skin and mucous membrane (disorder)
59934002,Secondary syphilitic adenopathy (disorder)
186854007,Uveitis due to secondary syphilis (disorder)
186855008,Syphilitic uveitis unspecified (disorder)
410478005,Ocular syphilis (disorder)
66281009,Secondary syphilitic chorioretinitis (disorder)
30080002,Secondary syphilitic iridocyclitis (disorder)
186857000,Secondary syphilitic uveitis NOS (disorder)
410478005,Ocular syphilis (disorder)
58227000,Secondary syphilis of viscera &/or bone (disorder)
63751007,Secondary syphilis of viscera (disorder)
186858005,Secondary syphilis of bone (disorder)
266129004,Secondary syphilis of viscera or bone (navigational concept)
69595007,Secondary syphilitic periostitis (disorder)
80770009,Secondary syphilis of liver (disorder)
58227000,Secondary syphilis of viscera and bone NOS (disorder)
186860007,Secondary syphilis of viscera (disorder)
186861006,Secondary syphilis relapse (disorder)
186862004,Other forms of secondary syphilis (disorder)
240557004,Secondary syphilis (disorder)
186863009,Acute secondary syphilitic meningitis (disorder)
59307008,Syphilitic alopecia (disorder)
186864003,Other secondary syphilis NOS (disorder)
240557004,Secondary syphilis (disorder)
186865002,Unspecified secondary syphilis (disorder)
240557004,Secondary syphilis (disorder)
186867005,Latent early syphilis (disorder)
186868000,Serological relapse after treatment of latent early syphilis (disorder)
186869008,Latent early syphilis NOS (disorder)
266130009,Acquired syphilis - early latent (disorder)
83883001,Cardiovascular syphilis (disorder)
67391006,Syphilitic: [endocarditis] or [valve disease] (disorder)
186873006,Syphilitic endocarditis (disorder)
233849007,Syphilitic valve disease (disorder)
67391006,Syphilitic endocarditis of unspecified valve (disorder)
186874000,Syphilitic endocarditis (disorder)
186875004,Syphilitic endocarditis of mitral valve (disorder)
186877007,Syphilitic endocarditis of tricuspid valve (disorder)
186878002,Syphilitic endocarditis of pulmonary valve (disorder)
67391006,Syphilitic endocarditis of heart valve NOS (disorder)
186879005,Syphilitic endocarditis (disorder)
83883001,Other specified cardiovascular system syphilis (disorder)
186880008,Cardiovascular syphilis (disorder)
266131008,Late cardiovascular syphilis (disorder)
3589003,Syphilitic pericarditis (disorder)
4082005,Syphilitic myocarditis (disorder)
83883001,Other specified cardiovascular system syphilis NOS (disorder)
186882000,Cardiovascular syphilis (disorder)
266131008,Late cardiovascular syphilis (disorder)
83883001,Cardiovascular syphilis NOS (disorder)
186883005,Cardiovascular syphilis (disorder)
