code,term
762504005,Abuse of synthetic cathinone
762505006,Synthetic cathinone dependence
762506007,Delirium caused by synthetic cathinone
762507003,Psychotic disorder caused by synthetic cathinone
762508008,Psychotic disorder with hallucinations caused by synthetic cathinone
762509000,Psychotic disorder with delusions caused by synthetic cathinone
762510005,Psychotic disorder with schizophreniform symptoms caused by synthetic cathinone
762511009,Mood disorder caused by synthetic cathinone
762512002,Mood disorder with depressive symptoms caused by synthetic cathinone
762513007,Mood disorder with manic symptoms caused by synthetic cathinone
762514001,Mood disorder with mixed depressive and manic symptoms caused by synthetic cathinone
762515000,Anxiety disorder caused by synthetic cathinone
762516004,Obsessive compulsive disorder caused by synthetic cathinone
762517008,Sexual dysfunction caused by synthetic cathinone
762518003,Sleep disorder caused by synthetic cathinone
762671008,Intoxication caused by synthetic cathinone
762672001,Synthetic cathinone withdrawal
764651000000101,Nondependent antidepressant type drug abuse
772999000,Harmful use of hypnotic
773000004,Harmful use of anxiolytic
77355000,Organic mental disorder caused by cannabis
78267003,Cocaine abuse
785277001,Harmful pattern of use of amfetamine and/or amfetamine derivative
788904003,Disorder caused by dissociative drug
788955005,Impulse control disorder caused by cocaine
788958007,Impulse control disorder caused by synthetic cathinone
788983007,Mood disorder caused by cannabis
789119007,Mood disorder caused by synthetic cannabinoid
790211000000109,Referral to drug therapist
790231000000101,Referral to drug worker
80868005,Cocaine withdrawal
810891000000103,Referral to counselling assessment referral advice and throughcare drug service
85005007,Cannabis dependence
890112007,Nondependent abuse of tobacco
89765005,Tobacco dependence syndrome
91388009,Psychoactive substance abuse
9982009,Poisoning caused by cocaine
