code,term
3530005,"Bipolar I disorder, single manic episode, in full remission"
35481005,Mixed bipolar I disorder in remission
35722002,"Severe bipolar II disorder, most recent episode major depressive, in remission"
35846004,"Moderate bipolar II disorder, most recent episode major depressive"
36583000,Mixed bipolar I disorder in partial remission
371596008,Bipolar I disorder
371599001,Severe bipolar I disorder
371600003,Severe bipolar disorder
371604007,Severe bipolar II disorder
38368003,"Schizoaffective disorder, bipolar type"
40926005,Moderate mixed bipolar I disorder
41552001,"Mild bipolar I disorder, single manic episode"
41832009,"Severe bipolar I disorder, single manic episode with psychotic features"
41836007,Bipolar disorder in full remission
43568002,"Bipolar II disorder, most recent episode major depressive with atypical features"
43769008,Mild mixed bipolar I disorder
4441000,Severe bipolar disorder with psychotic features
45479006,Manic bipolar I disorder in remission
46229002,Severe mixed bipolar I disorder without psychotic features
48937005,"Bipolar II disorder, most recent episode hypomanic"
49468007,Depressed bipolar I disorder
49512000,Depressed bipolar I disorder in partial remission
51637008,"Chronic bipolar I disorder, most recent episode depressed"
53049002,Severe bipolar disorder without psychotic features
53607008,Depressed bipolar I disorder in remission
54761006,"Severe depressed bipolar I disorder with psychotic features, mood-congruent"
55516002,"Bipolar I disorder, most recent episode manic with postpartum onset"
5703000,Bipolar disorder in partial remission
59617007,Severe depressed bipolar I disorder with psychotic features
61403008,Severe depressed bipolar I disorder without psychotic features
63249007,Manic bipolar I disorder in partial remission
64731001,"Severe mixed bipolar I disorder with psychotic features, mood-congruent"
65042007,"Bipolar I disorder, most recent episode mixed with postpartum onset"
66631006,Moderate depressed bipolar I disorder
67002003,"Severe bipolar II disorder, most recent episode major depressive, in partial remission"
68569003,Manic bipolar I disorder
70546001,"Severe bipolar disorder with psychotic features, mood-congruent"
71294008,"Mild bipolar II disorder, most recent episode major depressive"
71984005,Mild manic bipolar I disorder
723903001,Bipolar type I disorder currently in full remission
723905008,Bipolar type II disorder currently in full remission
73471000,"Bipolar I disorder, most recent episode mixed with catatonic features"
74686005,Mild depressed bipolar I disorder
75360000,"Bipolar I disorder, single manic episode, in remission"
75752004,"Bipolar I disorder, most recent episode depressed with melancholic features"
760721000000109,"Mixed bipolar affective disorder, in partial remission"
764591000000108,"Mixed bipolar affective disorder, severe"
765176007,Psychosis and severe depression co-occurrent and due to bipolar affective disorder
767631007,"Bipolar disorder, most recent episode depression"
767632000,"Bipolar disorder, most recent episode manic"
767633005,"Bipolar affective disorder, most recent episode mixed"
767635003,"Bipolar I disorder, most recent episode manic"
767636002,"Bipolar I disorder, most recent episode depression"
78269000,"Bipolar I disorder, single manic episode, in partial remission"
78640000,"Severe manic bipolar I disorder with psychotic features, mood-congruent"
789061003,Rapid cycling bipolar II disorder
79584002,Moderate bipolar disorder
81319007,"Severe bipolar II disorder, most recent episode major depressive without psychotic features"
82998009,Moderate manic bipolar I disorder
83225003,Bipolar II disorder
85248005,Bipolar disorder in remission
86058007,"Severe bipolar I disorder, single manic episode with psychotic features, mood-incongruent"
87203005,"Bipolar I disorder, most recent episode depressed with postpartum onset"
87950005,"Bipolar I disorder, single manic episode with catatonic features"
9340000,"Bipolar I disorder, single manic episode"
